aonde gastou,natureza do gasto,valor total,parcelas,no da parcela,valor unitário,tipo,comp,cartao,origem
RAPPI*BULLGUER ALIMENT,Restaurantes/ Bares/ Lanchonetes,53.25,,,53.25,Cartão de Crédito,,,base
99 TECNOLOGIA LTDA,Carro (Manutenção/ IPVA/ Seguro),1645.82,,,1645.82,Cartão de Crédito,,,base
AZUL WE*VGQTNMCALICE,Viagens / Férias,80,,,80,Cartão de Crédito,shared,,base
MP *QRPRAZERES,Viagens / Férias,219.56,,,219.56,Cartão de Crédito,,,base
P011 MOEMA,Futevolei,1150,,,1150,Cartão de Crédito,,,base
PAG*ICASEIPRESENTES,Gastos com presentes,1974.85,,,1974.85,Cartão de Crédito,,,base
PG *GAMERS CLUB,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",15.9,,,15.9,Cartão de Crédito,,,base
ESTAPAR*ZAD*SAO*PAULO,Combustível/ Passagens/ Uber / Sem Parar,5,,,5,Cartão de Crédito,,,base
MERCADOLIVRE*MERCADOL,Gastos com presentes,115.06,,,115.06,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Gastos pessoais,115.85,,,115.85,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Gastos pessoais,120.02,,,120.02,Cartão de Crédito,,,base
RAPPI*RAPPI BRASIL INT,Restaurantes/ Bares/ Lanchonetes,58.25,,,58.25,Cartão de Crédito,,,base
99 *ALAN SANTOS FERREI,Combustível/ Passagens/ Uber / Sem Parar,23.79,,,23.79,Cartão de Crédito,,,base
KL INTERN0150859440,Viagens / Férias,64,,,64,Cartão de Crédito,,,base
KL INTERN0245131847(01/04),Viagens / Férias,7655.04,4.0,1.0,1913.76,Cartão de Crédito,,,base
RAPPI*PAPILA RESTAURAN,Restaurantes/ Bares/ Lanchonetes,-19.69,,,-19.69,Cartão de Crédito,,,base
99 *ACACIO GONCALVES D,Combustível/ Passagens/ Uber / Sem Parar,18.8,,,18.8,Cartão de Crédito,,,base
RAPPI*PAPILA RESTAURAN,Restaurantes/ Bares/ Lanchonetes,68.95,,,68.95,Cartão de Crédito,,,base
SWIFT,Supermercado,320.56,,,320.56,Cartão de Crédito,shared,,base
RAPPI*RAPPI BRASIL INT,Restaurantes/ Bares/ Lanchonetes,31.48,,,31.48,Cartão de Crédito,shared,,base
RAPPI*RAPPI BRASIL INT,Restaurantes/ Bares/ Lanchonetes,135.61,,,135.61,Cartão de Crédito,shared,,base
RECARGA*JOAOGUILHER,Moradia (Financiamento/ Aluguel/ Condominio),623,,,623,Cartão de Crédito,shared,,base
99 *99* POP 28DEZ 05H3,Combustível/ Passagens/ Uber / Sem Parar,69.01,,,69.01,Cartão de Crédito,shared,,base
IQ*ENELSP,Conta de luz,281.21,,,281.21,Cartão de Crédito,shared,,base
RAPPI*RAPPI BRASIL INT,Restaurantes/ Bares/ Lanchonetes,29.9,,,29.9,Cartão de Crédito,shared,,base
SHOPPER,Supermercado,442.26,,,442.26,Cartão de Crédito,shared,,base
RAPPI*PAPILA RESTAURAN,Restaurantes/ Bares/ Lanchonetes,165,,,165,Cartão de Crédito,shared,,base
RAPPI*PIZZA MUSIC BAR,Restaurantes/ Bares/ Lanchonetes,134.4,,,134.4,Cartão de Crédito,shared,,base
RAPPI*MARIZA B DE LIMA,Restaurantes/ Bares/ Lanchonetes,2,,,2,Cartão de Crédito,shared,,base
RAPPI*MARIZA B DE LIMA,Restaurantes/ Bares/ Lanchonetes,90.3,,,90.3,Cartão de Crédito,shared,,base
RAPPI*RAPPI BRASIL INT,Restaurantes/ Bares/ Lanchonetes,166.9,,,166.9,Cartão de Crédito,shared,,base
RAPPI*NANICA DOCERIA L,Restaurantes/ Bares/ Lanchonetes,40.7,,,40.7,Cartão de Crédito,shared,,base
RAPPI*RAPPI BRASIL INT,Restaurantes/ Bares/ Lanchonetes,113.25,,,113.25,Cartão de Crédito,shared,,base
IQ*COMGAS,Conta de gás,12.73,,,12.73,Cartão de Crédito,shared,,base
EBANX SPOTIFY,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",34.9,,,34.9,Cartão de Crédito,shared,,base
RAPPI*PAPILA RESTAURAN,Restaurantes/ Bares/ Lanchonetes,166.15,,,166.15,Cartão de Crédito,shared,,base
IFOOD *IFOOD,Restaurantes/ Bares/ Lanchonetes,115.77,,,115.77,Cartão de Crédito,shared,,base
VILA ITALIANA(02/02),Gastos pessoais,395,2.0,2.0,197.5,Cartão de Crédito,,,base
TH RELOGIOS(02/03),Gastos pessoais,13299.99,3.0,2.0,4433.33,Cartão de Crédito,,,base
LOCCITANE SHOPPING VIL,Gastos com presentes,50,,,50,Cartão de Crédito,,,base
LJ24 VILA OLIMPIA,Gastos com presentes,459.94,,,459.94,Cartão de Crédito,,,base
OPEN AIR SP LTDA.,Futevolei,12,,,12,Cartão de Crédito,,,base
IMIGRANTES BEBIDAS,Gastos com presentes,256.99,,,256.99,Cartão de Crédito,,,base
AREIA ESPORTES - ATIVI,Futevolei,114,,,114,Cartão de Crédito,,,base
SPICY(01/04),Gastos com presentes,459,4.0,1.0,114.75,Cartão de Crédito,,,base
TIFFANY BRASIL(01/10),Gastos com presentes,1200,10.0,1.0,120,Cartão de Crédito,,,base
TIFFANY BRASIL(01/10),Gastos com presentes,3750,10.0,1.0,375,Cartão de Crédito,,,base
THE GOODIES,Gastos com presentes,18,,,18,Cartão de Crédito,,,base
VIA VENETO,Gastos pessoais,300,,,300,Cartão de Crédito,,,base
GUID,Gastos com presentes,461.9,,,461.9,Cartão de Crédito,,,base
PAG*LANCHONETEDACIDAD,Restaurantes/ Bares/ Lanchonetes,54.61,,,54.61,Cartão de Crédito,,,base
LOCALIZA RAC ACLEM01(01/03),Viagens / Férias,1866.36,3.0,1.0,622.12,Cartão de Crédito,,,base
REI DO MATE T1,Restaurantes/ Bares/ Lanchonetes,9,,,9,Cartão de Crédito,,,base
SUPERMERCADO PORTO DO(01/02),Viagens / Férias,1194.74,2.0,1.0,597.37,Cartão de Crédito,,,base
ZULEIDE FERREIRA DA S,Viagens / Férias,591.63,,,591.63,Cartão de Crédito,,,base
PORTO NEGOCIOS,Restaurantes/ Bares/ Lanchonetes,15,,,15,Cartão de Crédito,,,base
PADARIA SERRAMBI,Restaurantes/ Bares/ Lanchonetes,26.5,,,26.5,Cartão de Crédito,,,base
ONLAB,Cuidados Pessoais (Nutricionista / Medico / Suplemento),150,,,150,Cartão de Crédito,,,base
SANTO MULLEQUINHO S,Restaurantes/ Bares/ Lanchonetes,26,,,26,Cartão de Crédito,,,base
POBRE JUAN,Restaurantes/ Bares/ Lanchonetes,167.05,,,167.05,Cartão de Crédito,,,base
AUTO POSTO DQ JK LTDA,Combustível/ Passagens/ Uber / Sem Parar,100,,,100,Cartão de Crédito,,,base
RASGUEIRA BAR,Restaurantes/ Bares/ Lanchonetes,70,,,70,Cartão de Crédito,,,base
DROGASIL 1121(01/02),Farmácia,458.04,2.0,1.0,229.02,Cartão de Crédito,,,base
GREEN BOUTIQUE,Viagens / Férias,292.6,,,292.6,Cartão de Crédito,shared,,base
AZUL WE*VGQTNMCALICE,Viagens / Férias,160,,,160,Cartão de Crédito,shared,,base
ALFREDO NUNES BAPTISTA,Combustível/ Passagens/ Uber / Sem Parar,30,,,30,Cartão de Crédito,shared,,base
MAMBO DELIVERY,Supermercado,328.54,,,328.54,Cartão de Crédito,shared,,base
PETZ LOJA VIRTUAL,Gastos com Cachorro,297.53,,,297.53,Cartão de Crédito,shared,,base
AAI *AAI*IPIRANGA,Combustível/ Passagens/ Uber / Sem Parar,264.79,,,264.79,Cartão de Crédito,shared,,base
POSTO CS,Combustível/ Passagens/ Uber / Sem Parar,184.91,,,184.91,Cartão de Crédito,shared,,base
PIX ENVIADO OUTRA INST - DIF TIT   DULSILENI SCHMOELLER VIEI,Gastos com presentes,30,,,30,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   matheus montesi guedes pi,Gastos pessoais,145,,,145,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  GABRIEL MORINI,Futevolei,-15,,,-15,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   ECOFORTE VIAGENS E TURISM,Viagens / Férias,3954,,,3954,Conta Corrente,,,base
TAXAS DO DETRAN                    INTERNET SEFAZ SP TAXAS D,Viagens / Férias,362.67,,,362.67,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   DROGADERMA LTDA,Cuidados Pessoais (Nutricionista / Medico / Suplemento),236,,,236,Conta Corrente,,,base
PIX ENVIADO - DIF TIT              FELIPE CHAMON SIMI,Cuidados Pessoais (Nutricionista / Medico / Suplemento),450,,,450,Conta Corrente,,,base
MENSALIDADE DE SEGURO              HDI SEGURADORA,Carro (Manutenção/ IPVA/ Seguro),547.5,,,547.5,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT             SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-280,,,-280,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  Andre Kuhlmann Chohfi,Futevolei,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  RODRIGO JERONIMO LOURENCO,Futevolei,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  Juliano Ladeira Cirelli,Futevolei,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  Caio Jeronimo Lourenco,Futevolei,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  EDUARDO TADEU RAMOS RIBEI,Futevolei,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  BRUNO HOMSI CONSOLIM,Futevolei,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  FELIPE PIEROTTI GARRIDO,Futevolei,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  GABRIEL MORINI,Futevolei,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  Lukas Carmona Macedo de S,Futevolei,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  PEDRO BALDRIGUE MANZINI,Futevolei,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  RAFAEL SABINO MARTINS,Gastos pessoais,-116,,,-116,Conta Corrente,,,base
PIX ENVIADO - DIF TIT              ANDREA FARO E MELLO FERRE,Gastos pessoais,20,,,20,Conta Corrente,,,base
TED DIFERENTE TITULARIDADE CIP     MELIUZ S A,Gastos pessoais,-434.42,,,-434.42,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  MOSAICO TECNOLOGIA AO CON,Gastos pessoais,-284,,,-284,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  Giuliana Bersani Calice,Gastos com presentes,-920,,,-920,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  FERNANDO CONDE MARCELINO,Viagens / Férias,-297.2,,,-297.2,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  JULIA KOVESI MATHIAS,Viagens / Férias,-276.08,,,-276.08,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  TANIA MARA SAMEZIMA,Gastos com presentes,-1210,,,-1210,Conta Corrente,,,base
TED DIFERENTE TITULARIDADE CIP     maria angela bersani cali,Gastos com presentes,400,,,400,Conta Corrente,,,base
PAGAMENTO IPVA-CANAIS              INTERNET LICENCIAMENTO EL,Carro (Manutenção/ IPVA/ Seguro),4175.44,,,4175.44,Conta Corrente,,,base
PEDAGIO ELETRONICO - SEM PARAR     SEM PARAR,Combustível/ Passagens/ Uber / Sem Parar,395.41,,,395.41,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   edilson Martins da silva,Restaurantes/ Bares/ Lanchonetes,7.5,,,7.5,Conta Corrente,,,base
COMPRA CARTAO DEB MC               02/01 PAG.AndreiaMariaDos,Gastos pessoais,3,,,3,Conta Corrente,,,base
CAOA MOTOR JK (07/10),Carro (Manutenção/ IPVA/ Seguro),24500,10.0,7.0,2450,Cartão de Crédito,,,base
TRACK FIELD (03/03),Gastos com presentes,469.68,3.0,3.0,156.56,Cartão de Crédito,,,base
AMAZON-MARKETPLACE (11/12),Gastos pessoais,696.96,12.0,11.0,58.08,Cartão de Crédito,,,base
TURKISH AIRLINES INC(04/05),Viagens / Férias,5158.2,5.0,4.0,1031.64,Cartão de Crédito,shared,,base
AZUL WE*VGQTNMCALICE(04/10),Viagens / Férias,3737.2,10.0,4.0,373.72,Cartão de Crédito,shared,,base
VRG LINHAS ARESA S.A(02/02),Gastos pessoais,545.6,2.0,2.0,272.8,Cartão de Crédito,,,base
MP *QRREDFIT,Restaurantes/ Bares/ Lanchonetes,7,,,7,Cartão de Crédito,,,base
DECOLAR COM LTDA (01/02),Gastos pessoais,396.1,2.0,1.0,198.05,Cartão de Crédito,,,base
PG *ZE DELIVERY ZE DEL,Restaurantes/ Bares/ Lanchonetes,33.69,,,33.69,Cartão de Crédito,,,base
P011 MOEMA,Futevolei,314,,,314,Cartão de Crédito,,,base
P011 MOEMA,Futevolei,-314,,,-314,Cartão de Crédito,,,base
TICKETS FOR *TF,Gastos com presentes,1465,,,1465,Cartão de Crédito,,,base
ZP *SYMPLA 3ZNGY2,Gastos com presentes,550,,,550,Cartão de Crédito,,,base
AMAZON.COM.BR,Gastos com presentes,46.65,,,46.65,Cartão de Crédito,,,base
RAPPI*BULLGUER ALIMENT,Restaurantes/ Bares/ Lanchonetes,56.35,,,56.35,Cartão de Crédito,,,base
AMAZON.COM.BR DIGITAL,Gastos pessoais,47.33,,,47.33,Cartão de Crédito,,,base
99 *RICARDO ANDRE DO N,Combustível/ Passagens/ Uber / Sem Parar,31.05,,,31.05,Cartão de Crédito,,,base
99 *GUSTAVO FIAMONCINI,Combustível/ Passagens/ Uber / Sem Parar,15.1,,,15.1,Cartão de Crédito,,,base
IFOOD *IFOOD,Restaurantes/ Bares/ Lanchonetes,48.8,,,48.8,Cartão de Crédito,,,base
WWW*MINHALOJACOM,Gastos com presentes,500,,,500,Cartão de Crédito,,,base
LOCCITANEBR,Gastos com presentes,368.2,,,368.2,Cartão de Crédito,,,base
AMAZON.COM.BR,Gastos com presentes,80.9,,,80.9,Cartão de Crédito,,,base
AMAZON.COM.BR,Gastos com presentes,88.8,,,88.8,Cartão de Crédito,,,base
AMAZON.COM.BR,Gastos com presentes,89.42,,,89.42,Cartão de Crédito,,,base
AMAZON.COM.BR,Gastos com presentes,134.49,,,134.49,Cartão de Crédito,,,base
AMAZON.COM.BR,Gastos com presentes,48.9,,,48.9,Cartão de Crédito,,,base
AMAZON.COM.BR,Gastos com presentes,28.06,,,28.06,Cartão de Crédito,,,base
AMAZON.COM.BR,Gastos com presentes,55.8,,,55.8,Cartão de Crédito,,,base
FAST SHOP SA,Gastos com presentes,395.9,,,395.9,Cartão de Crédito,,,base
AMAZON.COM.BR,Gastos com presentes,44.55,,,44.55,Cartão de Crédito,,,base
MERCADOLIVRE*CHLDIGIT,Gastos com presentes,77.62,,,77.62,Cartão de Crédito,,,base
PG *ARTELASSE ARTELA(02/02),Gastos com casa (outros),699.3,2.0,2.0,349.65,Cartão de Crédito,shared,,base
99 *ANDERSON APARECIDO,Combustível/ Passagens/ Uber / Sem Parar,7.89,,,7.89,Cartão de Crédito,shared,,base
IQ*ENELSP,Conta de luz,179.62,,,179.62,Cartão de Crédito,shared,,base
99 TECNOLOGIA LTDA,Moradia (Financiamento/ Aluguel/ Condominio),623,,,623,Cartão de Crédito,shared,,base
RAPPI*RAPPI BRASIL INT,"Gastos com mensalidades (Gympass, Spotfy, Unicef e Rappi)",29.9,,,29.9,Cartão de Crédito,shared,,base
RAPPI*RAPPI BRASIL INT,Restaurantes/ Bares/ Lanchonetes,40.04,,,40.04,Cartão de Crédito,shared,,base
IQ*COMGAS,Conta de gás,22.35,,,22.35,Cartão de Crédito,shared,,base
PANIFICADORA JESBELL,Restaurantes/ Bares/ Lanchonetes,165,,,165,Cartão de Crédito,,,base
SPORTS CLINIC,Cuidados Pessoais (Nutricionista / Medico / Suplemento),480,,,480,Cartão de Crédito,,,base
BAR DOIS IRMOES CAMPO,Restaurantes/ Bares/ Lanchonetes,135,,,135,Cartão de Crédito,,,base
UBER *TRIP HELP.UBER.C,Combustível/ Passagens/ Uber / Sem Parar,16.66,,,16.66,Cartão de Crédito,,,base
VILA ITALIANA(01/02),Gastos pessoais,395,2.0,1.0,197.5,Cartão de Crédito,,,base
OLEA MUZZARELA BAR,Restaurantes/ Bares/ Lanchonetes,110.66,,,110.66,Cartão de Crédito,,,base
PLAYBALL,Restaurantes/ Bares/ Lanchonetes,9,,,9,Cartão de Crédito,,,base
SKINA 1914,Restaurantes/ Bares/ Lanchonetes,30,,,30,Cartão de Crédito,,,base
MBS ESTACIONAMENTO,Combustível/ Passagens/ Uber / Sem Parar,27,,,27,Cartão de Crédito,,,base
LA GUAPA CID JARDIM,Restaurantes/ Bares/ Lanchonetes,32.9,,,32.9,Cartão de Crédito,,,base
PG *ARENA MORUMBEACH,Futevolei,230,,,230,Cartão de Crédito,,,base
EXPRESSINHO DA VILA,Restaurantes/ Bares/ Lanchonetes,8,,,8,Cartão de Crédito,,,base
LEONE GASTRONOMIA LTDA,Restaurantes/ Bares/ Lanchonetes,20.45,,,20.45,Cartão de Crédito,,,base
PLAYBALL,Restaurantes/ Bares/ Lanchonetes,30,,,30,Cartão de Crédito,,,base
CARREFOUR R BATISTA XR,Restaurantes/ Bares/ Lanchonetes,1.86,,,1.86,Cartão de Crédito,,,base
AME DIGITAL,Cuidados Pessoais (Nutricionista / Medico / Suplemento),289.58,,,289.58,Cartão de Crédito,,,base
PAG*MISTERPLUS,Combustível/ Passagens/ Uber / Sem Parar,219.25,,,219.25,Cartão de Crédito,,,base
KAUE,Restaurantes/ Bares/ Lanchonetes,20,,,20,Cartão de Crédito,,,base
LEONE GASTRONOMIA LTDA,Restaurantes/ Bares/ Lanchonetes,41.23,,,41.23,Cartão de Crédito,,,base
TRANSPORTES EXECUTIVO,Gastos pessoais,45,,,45,Cartão de Crédito,,,base
UBER *TRIP HELP.UBER.C,Gastos pessoais,7.94,,,7.94,Cartão de Crédito,,,base
BALBURDIA CERVEJEIRA,Restaurantes/ Bares/ Lanchonetes,44,,,44,Cartão de Crédito,,,base
UBER *TRIP HELP.UBER.C,Gastos pessoais,16.92,,,16.92,Cartão de Crédito,,,base
AMBROSIA RESTAURANTE,Restaurantes/ Bares/ Lanchonetes,26,,,26,Cartão de Crédito,,,base
PANEDORO PANIFICADORA,Restaurantes/ Bares/ Lanchonetes,55.14,,,55.14,Cartão de Crédito,,,base
UBER *TRIP HELP.UBER.C,Gastos pessoais,7.95,,,7.95,Cartão de Crédito,,,base
LEONE GASTRONOMIA LTDA,Restaurantes/ Bares/ Lanchonetes,43.03,,,43.03,Cartão de Crédito,,,base
PAG*KASLO,Gastos pessoais,389.9,,,389.9,Cartão de Crédito,,,base
SOUL BOTEQUIM,Restaurantes/ Bares/ Lanchonetes,137.8,,,137.8,Cartão de Crédito,,,base
DROGASIL 1121,Farmácia,137.5,,,137.5,Cartão de Crédito,,,base
KAUE,Restaurantes/ Bares/ Lanchonetes,10,,,10,Cartão de Crédito,,,base
DIA BRASIL 1039,Supermercado,50.65,,,50.65,Cartão de Crédito,,,base
LEONE GASTRONOMIA LTDA,Restaurantes/ Bares/ Lanchonetes,37.92,,,37.92,Cartão de Crédito,,,base
LEONE GASTRONOMIA LTDA,Restaurantes/ Bares/ Lanchonetes,49.17,,,49.17,Cartão de Crédito,,,base
TH RELOGIOS(01/03),Gastos pessoais,13300.02,3.0,1.0,4433.34,Cartão de Crédito,,,base
LEONE GASTRONOMIA LTDA,Restaurantes/ Bares/ Lanchonetes,53.97,,,53.97,Cartão de Crédito,,,base
UBER *UBER *TRIP,Combustível/ Passagens/ Uber / Sem Parar,8.91,,,8.91,Cartão de Crédito,,,base
SANTO MULLEQUINHO S,Restaurantes/ Bares/ Lanchonetes,47,,,47,Cartão de Crédito,,,base
UBER *TRIP HELP.UBER.C,Combustível/ Passagens/ Uber / Sem Parar,26.83,,,26.83,Cartão de Crédito,,,base
MOTT RESTAURANTE LTDA,Restaurantes/ Bares/ Lanchonetes,13.09,,,13.09,Cartão de Crédito,,,base
PG *ARENA MORUMBEACH,Restaurantes/ Bares/ Lanchonetes,20,,,20,Cartão de Crédito,,,base
UBER *TRIP HELP.UBER.C,Combustível/ Passagens/ Uber / Sem Parar,10.82,,,10.82,Cartão de Crédito,,,base
KAUE,Restaurantes/ Bares/ Lanchonetes,29,,,29,Cartão de Crédito,,,base
BAR DO ALEMAO DE SAO P,Restaurantes/ Bares/ Lanchonetes,124.08,,,124.08,Cartão de Crédito,,,base
LARA TIARA,Gastos com presentes,199.8,,,199.8,Cartão de Crédito,,,base
GUID,Gastos com presentes,249.9,,,249.9,Cartão de Crédito,,,base
THE GOODIES,Gastos com presentes,109,,,109,Cartão de Crédito,,,base
PAG*CONCEITOE,Gastos com presentes,278,,,278,Cartão de Crédito,,,base
LEONE GASTRONOMIA LTDA,Restaurantes/ Bares/ Lanchonetes,38.63,,,38.63,Cartão de Crédito,,,base
COMPRA CARTAO DEB MC               31/12 JOSE INALDO DOS ANJ,Restaurantes/ Bares/ Lanchonetes,38.2,,,38.2,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   Lukas Carmona Macedo de S,Viagens / Férias,2500,,,2500,Conta Corrente,shared,,base
COMPRA CARTAO DEB MC               27/12 PRESENTES MICKEY,Gastos com presentes,759.9,,,759.9,Conta Corrente,shared,,base
PIX ENVIADO - DIF TIT              MATHEUS SCARPIN,Restaurantes/ Bares/ Lanchonetes,19,,,19,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   GABRIEL MORINI,Restaurantes/ Bares/ Lanchonetes,12.15,,,12.15,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  AMBEV TECH LTDA,Gastos com presentes,-100,,,-100,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  AMBEV TECH LTDA,Gastos com presentes,-570.92,,,-570.92,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  FERNANDO A CHAVES MELO FH,Gastos com presentes,-45,,,-45,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   FELIPE PIEROTTI GARRIDO,Futevolei,51.5,,,51.5,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   RAFAEL PLAUTO CUNHA DA SI,Gastos com Cachorro,1270,,,1270,Conta Corrente,shared,,base
SAQUE BANCO 24HS                   23/12 20:00 - caixinha porteiro,Gastos com presentes,200,,,200,Conta Corrente,shared,,base
PIX RECEBIDO - DIF TIT             MARCELO DE ALMEIDA MILANI,Gastos com presentes,-45,,,-45,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   ALINE IVANOV DE SOUSA,Gastos com presentes,250,,,250,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT             SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-302.4,,,-302.4,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT             FERNANDO SALGADO CARDOSO,Gastos com presentes,-45,,,-45,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT             MATHEUS SCARPIN,Futevolei,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT             SUL AMERICA SERVICOS DE S,Cuidados Pessoais (Nutricionista / Medico / Suplemento),-270,,,-270,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  PEDRO BALDRIGUE MANZINI,Futevolei,-15,,,-15,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   SmashPoints,Gastos com presentes,100,,,100,Conta Corrente,,,base
TED DIFERENTE TITULARIDADE CIP     CRBS,Gastos com presentes,-42.2,,,-42.2,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  MARIA ANGELA BERSANI CALI,Gastos com presentes,-390,,,-390,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   GABRIEL INGEGNERI CRESPI,Gastos com presentes,0.01,,,0.01,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  EDUARDO PAES CANDEIAS,Futevolei,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  AMBEV TECH LTDA,Gastos com presentes,-145.79,,,-145.79,Conta Corrente,,,base
TRANSF VALOR P/ CONTA DIF TITULAR  JOAO CALICE FILHO,Carro (Manutenção/ IPVA/ Seguro),547.5,,,547.5,Conta Corrente,,,base
TED DIFERENTE TITULARIDADE CIP     maria angela bersani cali,Gastos com presentes,345,,,345,Conta Corrente,,,base
PIX ENVIADO OUTRA INST - DIF TIT   VANESSA WEBER,Gastos com presentes,50,,,50,Conta Corrente,,,base
PEDAGIO ELETRONICO - SEM PARAR     SEM PARAR,Combustível/ Passagens/ Uber / Sem Parar,326.53,,,326.53,Conta Corrente,shared,,base
PIX RECEBIDO OUTRA INST - DIF TIT  JOAO VITOR MELO DE MOURA,Futevolei,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  Talita Sutecas da Costa,Gastos com presentes,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  EROS SEBASTIAO PAGNANO JU,Gastos com presentes,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  ELDER GIL FUNK,Gastos com presentes,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  FERNANDO A CHAVES MELO FH,Gastos com presentes,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT             MARCELLA DE SOUZA DUTRA,Gastos com presentes,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  VANESSA WEBER,Gastos com presentes,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  LIANDRO ROSSINI,Gastos com presentes,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO OUTRA INST - DIF TIT  Joao Gabriel Rocha,Gastos com presentes,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT             MARCELO DE ALMEIDA MILANI,Gastos com presentes,-50,,,-50,Conta Corrente,,,base
PIX RECEBIDO - DIF TIT             RAISSA VIRGINE MENDES INO,Gastos com presentes,-50,,,-50,Conta Corrente,,,base
IOF ADICIONAL - AUTOMATICO         PERIODO: 01/11 A 30/11/21,Viagens / Férias,15.19,,,15.19,Conta Corrente,shared,,base
IOF IMPOSTO OPERACOES FINANCEIRAS  PERIODO: 01/11 A 30/11/21,Viagens / Férias,0.44,,,0.44,Conta Corrente,shared,,base
TRANSF VALOR P/ CONTA DIF TITULAR  JOAO CALICE FILHO,Planos de celular,90,,,90,Conta Corrente,,,base
CAOA MOTOR JK(06/10),Carro (Manutenção/ IPVA/ Seguro),24500,10.0,6.0,2450,Cartão de Crédito,,,base
AUTO PECAS RUSSI(06/06),Carro (Manutenção/ IPVA/ Seguro),1599,6.0,6.0,266.5,Cartão de Crédito,,,base
TRACK FIELD,Gastos com presentes,-0.02,,,-0.02,Cartão de Crédito,,,base
TRACK FIELD(02/03),Gastos com presentes,469.74,3.0,2.0,156.58,Cartão de Crédito,,,base
